hour,date,users,event_count,event_name,day
1,1/18/2019,1,3,3,1
1,1/18/2019,1,59,8,14
1,1/18/2019,16,38,6,0
1,1/18/2019,1,1,6,21
1,1/18/2019,1,1,1,21
1,1/18/2019,7,17,3,0
1,1/18/2019,7,16,0,0
1,1/18/2019,1,2,3,14
1,1/18/2019,17,19,1,0
1,1/18/2019,1,2,6,14
1,1/18/2019,2,2,0,7
1,1/18/2019,2,4,6,7
1,1/18/2019,1,4,7,1
1,1/18/2019,2,2,2,7
1,1/18/2019,2,2,1,7
1,1/18/2019,1,1,7,7
1,1/18/2019,2,2,1,1
1,1/18/2019,2,3,6,1
1,1/18/2019,1,1,7,14
1,1/18/2019,17,154,8,0
1,1/18/2019,1,1,8,1
1,1/18/2019,1,1,1,14
1,1/18/2019,1,1,5,7
2,1/18/2019,1,3,6,45
2,1/18/2019,3,5,6,1
2,1/18/2019,1,1,2,45
2,1/18/2019,15,18,1,0
2,1/18/2019,9,58,3,0
2,1/18/2019,2,2,0,1
2,1/18/2019,1,3,7,45
2,1/18/2019,2,13,7,1
2,1/18/2019,1,1,8,1
2,1/18/2019,1,1,1,14
2,1/18/2019,2,2,1,1
2,1/18/2019,1,1,1,45
2,1/18/2019,1,1,4,14
2,1/18/2019,1,1,1,7
2,1/18/2019,1,5,3,1
2,1/18/2019,1,1,6,14
2,1/18/2019,1,5,6,7
2,1/18/2019,6,7,2,0
2,1/18/2019,13,557,8,0
2,1/18/2019,2,2,2,1
2,1/18/2019,11,31,6,0
2,1/18/2019,4,38,7,0
2,1/18/2019,1,1,0,45
2,1/18/2019,1,1,0,14
2,1/18/2019,1,1,2,7
2,1/18/2019,1,1,7,7
2,1/18/2019,1,2,3,45
2,1/18/2019,12,32,0,0
2,1/18/2019,2,3,5,0
2,1/18/2019,1,1,0,7
3,1/18/2019,5,6,1,1
3,1/18/2019,1,305,8,1
3,1/18/2019,6,7,2,0
3,1/18/2019,1,1,6,14
3,1/18/2019,1,1,9,45
3,1/18/2019,7,14,0,0
3,1/18/2019,1,1,2,1
3,1/18/2019,1,6,3,14
3,1/18/2019,5,14,3,0
3,1/18/2019,1,1,0,1
3,1/18/2019,1,1,1,14
3,1/18/2019,9,235,8,0
3,1/18/2019,3,5,3,1
3,1/18/2019,5,30,6,1
3,1/18/2019,1,1,1,45
3,1/18/2019,1,1,7,1
3,1/18/2019,9,35,6,0
3,1/18/2019,13,16,1,0
3,1/18/2019,3,11,7,0
3,1/18/2019,1,1,6,45
4,1/18/2019,1,1,6,45
4,1/18/2019,12,58,6,0
4,1/18/2019,1,1,1,14
4,1/18/2019,1,1,0,45
4,1/18/2019,1,1,0,1
4,1/18/2019,1,1,2,45
4,1/18/2019,1,1,9,7
4,1/18/2019,2,12,8,1
4,1/18/2019,3,3,6,7
4,1/18/2019,13,1113,8,0
4,1/18/2019,1,2,3,7
4,1/18/2019,1,1,5,1
4,1/18/2019,1,1,6,14
4,1/18/2019,4,5,2,0
4,1/18/2019,14,16,1,0
4,1/18/2019,1,1,0,7
4,1/18/2019,2,2,1,7
4,1/18/2019,6,9,0,0
4,1/18/2019,2,3,5,0
4,1/18/2019,1,11,7,1
4,1/18/2019,1,1,7,45
4,1/18/2019,3,19,3,1
4,1/18/2019,9,84,3,0
4,1/18/2019,4,27,6,1
4,1/18/2019,4,43,7,0
4,1/18/2019,1,1,2,7
4,1/18/2019,3,3,1,1
5,1/18/2019,1,1,8,7
5,1/18/2019,1,2,5,7
5,1/18/2019,1,1,3,14
5,1/18/2019,1,1,2,1
5,1/18/2019,1,1,1,14
5,1/18/2019,1,2,6,14
5,1/18/2019,1,16,6,7
5,1/18/2019,1,3,1,7
5,1/18/2019,4,4,1,1
5,1/18/2019,13,18,1,0
5,1/18/2019,7,41,7,0
5,1/18/2019,1,1,9,7
5,1/18/2019,1,1,0,1
5,1/18/2019,1,1,4,7
5,1/18/2019,1,1,7,7
5,1/18/2019,14,157,8,0
5,1/18/2019,1,1,2,14
5,1/18/2019,1,1,9,45
5,1/18/2019,1,1,7,14
5,1/18/2019,14,47,6,0
5,1/18/2019,1,1,0,14
5,1/18/2019,1,19,8,1
5,1/18/2019,5,7,2,0
5,1/18/2019,3,10,6,1
5,1/18/2019,5,10,0,0
5,1/18/2019,11,56,3,0
5,1/18/2019,3,16,7,1
5,1/18/2019,3,15,3,1
6,1/18/2019,1,1,2,7
6,1/18/2019,1,5,0,14
6,1/18/2019,1,1,2,1
6,1/18/2019,1,9,3,1
6,1/18/2019,2,2,0,1
6,1/18/2019,18,83,8,0
6,1/18/2019,1,4,3,14
6,1/18/2019,1,1,0,7
6,1/18/2019,1,1,9,0
6,1/18/2019,1,3,2,0
6,1/18/2019,2,2,9,7
6,1/18/2019,1,1,1,7
6,1/18/2019,9,101,3,0
6,1/18/2019,3,52,7,0
6,1/18/2019,25,30,1,0
6,1/18/2019,2,3,6,1
6,1/18/2019,5,5,9,1
6,1/18/2019,3,4,1,1
6,1/18/2019,1,2,6,7
6,1/18/2019,2,5,5,0
6,1/18/2019,1,1,1,14
6,1/18/2019,21,111,6,0
6,1/18/2019,5,9,0,0
6,1/18/2019,1,1,3,7
6,1/18/2019,1,8,6,14
7,1/18/2019,2,4,6,7
7,1/18/2019,1,2,6,21
7,1/18/2019,14,16,1,0
7,1/18/2019,1,1,0,14
7,1/18/2019,11,502,8,0
7,1/18/2019,1,1,6,1
7,1/18/2019,1,5,6,14
7,1/18/2019,2,2,0,7
7,1/18/2019,1,2,5,14
7,1/18/2019,1,1,9,90
7,1/18/2019,1,1,4,14
7,1/18/2019,1,1,1,21
7,1/18/2019,17,25,9,1
7,1/18/2019,1,1,0,21
7,1/18/2019,7,133,3,0
7,1/18/2019,2,2,9,21
7,1/18/2019,8,13,9,0
7,1/18/2019,14,67,6,0
7,1/18/2019,1,1,1,14
7,1/18/2019,6,7,9,45
7,1/18/2019,1,1,4,0
7,1/18/2019,1,1,2,14
7,1/18/2019,2,2,4,7
7,1/18/2019,9,10,2,0
7,1/18/2019,1,1,1,1
7,1/18/2019,1,2,7,7
7,1/18/2019,1,1,3,7
7,1/18/2019,5,89,7,0
7,1/18/2019,6,11,9,7
7,1/18/2019,1,1,3,14
7,1/18/2019,3,3,1,7
7,1/18/2019,1,1,2,7
7,1/18/2019,4,5,5,0
7,1/18/2019,11,18,0,0
8,1/18/2019,2,2,5,0
8,1/18/2019,4,6,0,1
8,1/18/2019,4,5,2,1
8,1/18/2019,1,1,9,90
8,1/18/2019,3,17,6,7
8,1/18/2019,1,4,5,7
8,1/18/2019,3,40,3,1
8,1/18/2019,9,17,9,7
8,1/18/2019,5,7,2,0
8,1/18/2019,2,3,2,7
8,1/18/2019,7,14,0,0
8,1/18/2019,7,38,3,0
8,1/18/2019,2,2,9,14
8,1/18/2019,5,10,9,45
8,1/18/2019,1,5,7,14
8,1/18/2019,4,9,1,7
8,1/18/2019,3,15,6,14
8,1/18/2019,1,1,5,14
8,1/18/2019,10,33,8,0
8,1/18/2019,3,11,3,7
8,1/18/2019,1,2,4,1
8,1/18/2019,4,19,6,1
8,1/18/2019,3,9,8,1
8,1/18/2019,2,11,8,14
8,1/18/2019,2,2,0,14
8,1/18/2019,1,1,4,0
8,1/18/2019,5,7,1,1
8,1/18/2019,2,2,2,14
8,1/18/2019,15,21,9,1
8,1/18/2019,2,5,7,7
8,1/18/2019,12,44,6,0
8,1/18/2019,9,17,9,0
8,1/18/2019,12,17,1,0
8,1/18/2019,1,1,4,14
8,1/18/2019,2,5,0,7
8,1/18/2019,1,1,5,1
8,1/18/2019,3,5,1,14
8,1/18/2019,3,18,7,0
8,1/18/2019,2,34,7,1
8,1/18/2019,2,13,3,14
9,1/18/2019,9,9,9,1
9,1/18/2019,2,2,5,0
9,1/18/2019,1,4,6,7
9,1/18/2019,4,5,1,1
9,1/18/2019,1,1,2,45
9,1/18/2019,12,15,1,0
9,1/18/2019,4,10,6,1
9,1/18/2019,10,262,8,0
9,1/18/2019,1,1,0,45
9,1/18/2019,4,20,7,0
9,1/18/2019,9,34,3,0
9,1/18/2019,1,2,3,45
9,1/18/2019,1,2,2,7
9,1/18/2019,1,1,0,1
9,1/18/2019,3,3,2,0
9,1/18/2019,1,3,5,45
9,1/18/2019,1,2,7,45
9,1/18/2019,1,2,0,7
9,1/18/2019,2,2,5,1
9,1/18/2019,2,2,4,7
9,1/18/2019,3,16,3,1
9,1/18/2019,1,1,2,1
9,1/18/2019,4,4,9,0
9,1/18/2019,3,4,1,7
9,1/18/2019,1,6,3,7
9,1/18/2019,3,3,9,7
9,1/18/2019,1,6,7,7
9,1/18/2019,1,2,8,1
9,1/18/2019,2,3,9,45
9,1/18/2019,7,8,0,0
9,1/18/2019,12,48,6,0
9,1/18/2019,1,2,6,45
9,1/18/2019,1,1,9,21
9,1/18/2019,2,16,7,1
10,1/18/2019,7,17,6,0
10,1/18/2019,15,16,1,0
10,1/18/2019,2,11,3,0
10,1/18/2019,2,7,3,1
10,1/18/2019,1,3,9,90
10,1/18/2019,9,35,8,0
10,1/18/2019,2,29,8,1
10,1/18/2019,1,2,0,1
10,1/18/2019,3,3,9,0
10,1/18/2019,1,2,9,45
10,1/18/2019,6,10,0,0
10,1/18/2019,1,1,9,21
10,1/18/2019,1,1,2,1
10,1/18/2019,7,11,9,1
10,1/18/2019,3,3,9,7
10,1/18/2019,6,6,1,1
10,1/18/2019,1,1,5,0
10,1/18/2019,4,4,2,0
10,1/18/2019,1,2,5,1
10,1/18/2019,2,13,7,0
10,1/18/2019,4,9,6,1
10,1/18/2019,2,2,7,1
11,1/18/2019,12,15,1,0
11,1/18/2019,10,28,6,0
11,1/18/2019,5,23,3,1
11,1/18/2019,2,11,7,7
11,1/18/2019,3,5,2,1
11,1/18/2019,7,17,3,0
11,1/18/2019,3,3,9,0
11,1/18/2019,2,5,8,7
11,1/18/2019,2,5,5,7
11,1/18/2019,6,38,6,1
11,1/18/2019,1,2,9,90
11,1/18/2019,1,1,6,21
11,1/18/2019,3,6,0,7
11,1/18/2019,4,11,3,7
11,1/18/2019,5,6,9,1
11,1/18/2019,2,5,8,1
11,1/18/2019,3,6,0,1
11,1/18/2019,3,16,7,1
11,1/18/2019,2,7,7,0
11,1/18/2019,3,3,2,7
11,1/18/2019,2,2,4,7
11,1/18/2019,4,19,6,7
11,1/18/2019,3,3,5,1
11,1/18/2019,5,6,1,7
11,1/18/2019,5,6,9,7
11,1/18/2019,6,11,1,1
11,1/18/2019,11,248,8,0
11,1/18/2019,2,2,1,21
11,1/18/2019,3,5,5,0
11,1/18/2019,9,14,0,0
11,1/18/2019,8,10,2,0
12,1/18/2019,1,1,1,21
12,1/18/2019,1,1,2,14
12,1/18/2019,12,15,9,1
12,1/18/2019,3,3,2,1
12,1/18/2019,2,2,4,0
12,1/18/2019,3,6,3,1
12,1/18/2019,14,137,8,0
12,1/18/2019,3,3,0,1
12,1/18/2019,12,19,0,0
12,1/18/2019,2,2,2,7
12,1/18/2019,1,5,3,14
12,1/18/2019,1,2,6,7
12,1/18/2019,1,1,4,1
12,1/18/2019,1,2,8,14
12,1/18/2019,1,2,5,14
12,1/18/2019,2,4,1,14
12,1/18/2019,12,13,2,0
12,1/18/2019,2,9,6,14
12,1/18/2019,1,1,4,21
12,1/18/2019,1,1,4,14
12,1/18/2019,5,7,1,1
12,1/18/2019,4,11,6,1
12,1/18/2019,2,3,7,1
12,1/18/2019,7,27,9,0
12,1/18/2019,1,1,9,90
12,1/18/2019,2,2,0,7
12,1/18/2019,9,11,9,7
12,1/18/2019,18,71,6,0
12,1/18/2019,2,3,9,21
12,1/18/2019,1,1,0,14
12,1/18/2019,1,1,3,7
12,1/18/2019,1,1,1,7
12,1/18/2019,10,20,7,0
12,1/18/2019,13,69,3,0
12,1/18/2019,1,2,6,21
12,1/18/2019,2,2,8,1
12,1/18/2019,22,24,1,0
12,1/18/2019,4,4,9,45
12,1/18/2019,3,4,5,0
13,1/18/2019,6,6,9,7
13,1/18/2019,10,20,0,0
13,1/18/2019,2,2,4,1
13,1/18/2019,2,3,3,7
13,1/18/2019,4,15,6,1
13,1/18/2019,2,14,3,14
13,1/18/2019,3,6,6,14
13,1/18/2019,2,8,3,1
13,1/18/2019,9,14,2,0
13,1/18/2019,2,2,5,0
13,1/18/2019,12,56,6,0
13,1/18/2019,14,20,1,0
13,1/18/2019,1,1,7,7
13,1/18/2019,2,2,1,14
13,1/18/2019,2,10,7,1
13,1/18/2019,1,2,9,0
13,1/18/2019,1,1,4,0
13,1/18/2019,5,5,1,1
13,1/18/2019,9,30,3,0
13,1/18/2019,2,2,2,14
13,1/18/2019,2,9,7,0
13,1/18/2019,1,1,4,7
13,1/18/2019,2,3,8,1
13,1/18/2019,2,11,7,14
13,1/18/2019,4,11,6,7
13,1/18/2019,4,4,0,7
13,1/18/2019,7,9,9,1
13,1/18/2019,9,419,8,0
13,1/18/2019,3,23,8,7
13,1/18/2019,3,3,2,7
13,1/18/2019,2,2,2,1
13,1/18/2019,5,5,1,7
13,1/18/2019,2,4,0,1
13,1/18/2019,2,2,0,14
13,1/18/2019,1,2,5,14
13,1/18/2019,1,2,8,14
14,1/18/2019,2,9,7,7
14,1/18/2019,3,3,5,0
14,1/18/2019,11,34,3,0
14,1/18/2019,7,7,9,7
14,1/18/2019,2,3,0,21
14,1/18/2019,12,13,9,1
14,1/18/2019,6,6,1,1
14,1/18/2019,2,2,0,1
14,1/18/2019,20,24,1,0
14,1/18/2019,10,10,9,0
14,1/18/2019,1,1,1,14
14,1/18/2019,3,16,8,1
14,1/18/2019,2,3,6,21
14,1/18/2019,2,2,4,0
14,1/18/2019,5,9,3,1
14,1/18/2019,11,12,2,0
14,1/18/2019,1,1,4,7
14,1/18/2019,2,4,7,1
14,1/18/2019,1,2,2,7
14,1/18/2019,2,10,3,7
14,1/18/2019,1,1,4,1
14,1/18/2019,2,2,2,1
14,1/18/2019,4,5,9,45
14,1/18/2019,7,27,7,0
14,1/18/2019,2,12,6,7
14,1/18/2019,1,1,0,14
14,1/18/2019,1,3,0,7
14,1/18/2019,1,2,8,21
14,1/18/2019,1,6,5,7
14,1/18/2019,2,2,2,21
14,1/18/2019,10,194,8,0
14,1/18/2019,1,3,5,1
14,1/18/2019,1,2,3,21
14,1/18/2019,4,4,1,21
14,1/18/2019,1,1,4,14
14,1/18/2019,12,19,0,0
14,1/18/2019,1,1,8,7
14,1/18/2019,7,21,6,1
14,1/18/2019,14,40,6,0
14,1/18/2019,2,2,1,7
15,1/18/2019,8,17,3,0
15,1/18/2019,11,19,0,0
15,1/18/2019,1,2,3,1
15,1/18/2019,6,14,7,0
15,1/18/2019,3,4,1,1
15,1/18/2019,1,1,1,7
15,1/18/2019,16,20,1,0
15,1/18/2019,12,810,8,0
15,1/18/2019,5,5,9,1
15,1/18/2019,1,1,0,1
15,1/18/2019,3,3,9,0
15,1/18/2019,4,16,5,0
15,1/18/2019,1,1,2,1
15,1/18/2019,1,1,9,45
15,1/18/2019,1,12,8,1
15,1/18/2019,1,2,4,0
15,1/18/2019,1,1,0,7
15,1/18/2019,1,2,6,7
15,1/18/2019,14,44,6,0
15,1/18/2019,10,12,2,0
15,1/18/2019,1,1,2,7
16,1/18/2019,2,3,2,0
16,1/18/2019,1,2,7,7
16,1/18/2019,6,79,8,0
16,1/18/2019,1,1,2,7
16,1/18/2019,1,1,1,21
16,1/18/2019,7,22,3,0
16,1/18/2019,1,1,5,7
16,1/18/2019,1,1,1,1
16,1/18/2019,4,13,7,0
16,1/18/2019,6,19,6,0
16,1/18/2019,2,2,1,7
16,1/18/2019,1,1,3,7
16,1/18/2019,5,8,0,0
16,1/18/2019,3,9,5,0
16,1/18/2019,8,10,1,0
16,1/18/2019,1,1,4,0
16,1/18/2019,1,1,4,21
16,1/18/2019,1,1,9,0
16,1/18/2019,1,1,6,1
16,1/18/2019,2,3,6,7
16,1/18/2019,1,1,0,7
16,1/18/2019,1,1,3,1
16,1/18/2019,1,1,4,7
16,1/18/2019,2,2,9,1
17,1/18/2019,1,1,3,7
17,1/18/2019,1,3,6,7
17,1/18/2019,3,4,0,0
17,1/18/2019,2,16,3,0
17,1/18/2019,3,4,8,0
17,1/18/2019,1,1,8,7
17,1/18/2019,4,6,6,0
17,1/18/2019,1,5,3,1
17,1/18/2019,1,1,5,1
17,1/18/2019,2,2,9,1
17,1/18/2019,2,2,9,7
17,1/18/2019,3,3,1,0
17,1/18/2019,1,1,1,7
17,1/18/2019,2,3,5,0
17,1/18/2019,2,13,7,0
17,1/18/2019,1,1,9,0
17,1/18/2019,3,3,2,0
17,1/18/2019,1,1,1,45
17,1/18/2019,1,1,9,21
17,1/18/2019,1,1,7,7
17,1/18/2019,1,5,6,1
17,1/18/2019,1,6,7,1
17,1/18/2019,1,6,0,1
17,1/18/2019,2,5,1,1
17,1/18/2019,1,1,8,1
17,1/18/2019,1,4,2,1
18,1/18/2019,1,1,2,7
18,1/18/2019,1,1,9,1
18,1/18/2019,3,31,8,1
18,1/18/2019,5,47,6,1
18,1/18/2019,1,1,0,7
18,1/18/2019,1,10,3,7
18,1/18/2019,3,9,0,1
18,1/18/2019,3,4,2,1
18,1/18/2019,1,1,5,1
18,1/18/2019,2,2,9,0
18,1/18/2019,3,67,3,1
18,1/18/2019,1,1,7,0
18,1/18/2019,3,3,1,0
18,1/18/2019,1,1,2,0
18,1/18/2019,1,8,7,7
18,1/18/2019,4,5,1,1
18,1/18/2019,1,30,7,1
18,1/18/2019,2,3,6,0
18,1/18/2019,1,1,9,45
19,1/18/2019,3,3,2,0
19,1/18/2019,4,4,8,0
19,1/18/2019,1,1,7,0
19,1/18/2019,3,3,0,0
19,1/18/2019,1,1,6,0
19,1/18/2019,6,6,1,0
19,1/18/2019,1,1,9,7
19,1/18/2019,1,1,1,1
19,1/18/2019,1,1,3,0
19,1/18/2019,1,1,9,45
20,1/18/2019,1,2,2,0
20,1/18/2019,2,5,6,0
20,1/18/2019,1,1,0,1
20,1/18/2019,1,3,6,1
20,1/18/2019,1,2,9,1
20,1/18/2019,2,32,8,0
20,1/18/2019,1,2,0,0
20,1/18/2019,1,11,3,1
20,1/18/2019,1,1,7,0
20,1/18/2019,1,1,3,0
20,1/18/2019,1,1,2,1
20,1/18/2019,1,2,1,0
21,1/18/2019,1,1,7,45
21,1/18/2019,1,1,1,45
21,1/18/2019,1,1,1,0
21,1/18/2019,2,2,9,1
21,1/18/2019,1,1,9,45
21,1/18/2019,2,4,3,1
21,1/18/2019,1,1,0,1
21,1/18/2019,2,11,6,1
21,1/18/2019,1,1,8,1
21,1/18/2019,1,1,6,0
21,1/18/2019,1,1,5,45
21,1/18/2019,1,1,1,1
21,1/18/2019,1,2,6,45
21,1/18/2019,1,1,9,7
21,1/18/2019,1,6,8,0
22,1/18/2019,2,2,1,0
22,1/18/2019,1,1,0,0
22,1/18/2019,1,1,2,7
22,1/18/2019,2,2,1,1
22,1/18/2019,2,2,6,1
22,1/18/2019,1,2,6,7
22,1/18/2019,1,1,9,0
22,1/18/2019,1,1,3,7
22,1/18/2019,2,2,3,0
22,1/18/2019,2,150,8,0
22,1/18/2019,1,6,0,1
22,1/18/2019,1,1,0,7
22,1/18/2019,1,698,8,1
22,1/18/2019,1,1,2,0
22,1/18/2019,1,1,1,7
22,1/18/2019,2,3,6,0
22,1/18/2019,1,1,7,7
23,1/18/2019,1,1,0,7
23,1/18/2019,1,1,3,7
23,1/18/2019,1,1,1,7
23,1/18/2019,1,1,7,7
23,1/18/2019,1,1,9,0
23,1/18/2019,2,2,1,0
23,1/18/2019,1,2,6,7
23,1/18/2019,1,1,2,7
23,1/18/2019,1,3,6,0
0,1/19/2019,5,12,0,0
0,1/19/2019,4,23,6,0
0,1/19/2019,1,1,9,1
0,1/19/2019,1,1,2,7
0,1/19/2019,6,10,1,0
0,1/19/2019,1,1,5,7
0,1/19/2019,2,3,0,1
0,1/19/2019,1,1,5,1
0,1/19/2019,1,1,2,0
0,1/19/2019,2,6,3,1
0,1/19/2019,4,15,3,0
0,1/19/2019,2,3,6,7
0,1/19/2019,1,1,3,7
0,1/19/2019,1,2,8,7
0,1/19/2019,2,2,1,7
0,1/19/2019,2,25,8,1
0,1/19/2019,1,1,4,1
0,1/19/2019,1,4,7,1
0,1/19/2019,1,1,0,7
0,1/19/2019,5,63,8,0
0,1/19/2019,2,4,1,1
0,1/19/2019,1,1,2,1
0,1/19/2019,2,14,6,1
1,1/19/2019,4,4,2,0
1,1/19/2019,4,15,0,0
1,1/19/2019,2,36,6,1
1,1/19/2019,1,1,0,21
1,1/19/2019,1,1,3,21
1,1/19/2019,8,9,1,0
1,1/19/2019,1,4,7,21
1,1/19/2019,1,17,3,1
1,1/19/2019,1,8,5,21
1,1/19/2019,1,4,6,21
1,1/19/2019,1,1,9,7
1,1/19/2019,1,1,2,21
1,1/19/2019,2,2,9,1
1,1/19/2019,1,1,5,0
1,1/19/2019,2,10,7,0
1,1/19/2019,4,8,1,1
1,1/19/2019,3,13,3,0
1,1/19/2019,3,28,8,1
1,1/19/2019,7,351,8,0
1,1/19/2019,1,3,7,1
1,1/19/2019,4,11,6,0
1,1/19/2019,1,1,1,21
2,1/19/2019,5,6,1,1
2,1/19/2019,1,2,5,1
2,1/19/2019,1,1,1,21
2,1/19/2019,2,5,0,1
2,1/19/2019,2,3,2,1
2,1/19/2019,5,43,3,0
2,1/19/2019,4,11,7,0
2,1/19/2019,4,31,3,1
2,1/19/2019,2,3,0,0
2,1/19/2019,1,2,7,21
2,1/19/2019,3,638,8,1
2,1/19/2019,1,1,5,21
2,1/19/2019,2,2,2,0
2,1/19/2019,17,20,1,0
2,1/19/2019,2,3,5,0
2,1/19/2019,1,2,3,21
2,1/19/2019,13,36,6,0
2,1/19/2019,2,13,7,1
2,1/19/2019,15,267,8,0
2,1/19/2019,4,6,6,1
2,1/19/2019,1,2,6,21
2,1/19/2019,2,2,9,1
3,1/19/2019,6,17,6,0
3,1/19/2019,1,2,5,0
3,1/19/2019,4,9,0,0
3,1/19/2019,1,1,7,21
3,1/19/2019,1,1,2,1
3,1/19/2019,3,11,3,0
3,1/19/2019,2,5,6,14
3,1/19/2019,1,1,5,21
3,1/19/2019,1,1,8,1
3,1/19/2019,1,1,2,21
3,1/19/2019,2,2,2,0
3,1/19/2019,1,2,6,7
3,1/19/2019,1,1,1,7
3,1/19/2019,1,3,5,14
3,1/19/2019,1,6,7,7
3,1/19/2019,1,1,9,1
3,1/19/2019,6,205,8,0
3,1/19/2019,2,2,1,1
3,1/19/2019,1,2,0,1
3,1/19/2019,2,2,1,14
3,1/19/2019,2,4,3,14
3,1/19/2019,1,2,0,21
3,1/19/2019,1,2,5,7
3,1/19/2019,1,3,7,14
3,1/19/2019,7,9,1,0
3,1/19/2019,1,1,2,14
3,1/19/2019,1,1,8,14
3,1/19/2019,1,3,6,1
3,1/19/2019,1,5,3,7
3,1/19/2019,1,2,0,14
3,1/19/2019,1,1,5,1
3,1/19/2019,2,5,7,0
4,1/19/2019,1,1,2,1
4,1/19/2019,1,4,8,14
4,1/19/2019,1,7,6,45
4,1/19/2019,1,1,5,0
4,1/19/2019,7,20,1,0
4,1/19/2019,1,1,1,45
4,1/19/2019,1,15,7,14
4,1/19/2019,1,1,7,1
4,1/19/2019,3,21,3,0
4,1/19/2019,1,1,9,14
4,1/19/2019,1,14,3,14
4,1/19/2019,3,3,1,1
4,1/19/2019,1,1,3,45
4,1/19/2019,1,1,3,1
4,1/19/2019,1,1,1,7
4,1/19/2019,2,9,6,14
4,1/19/2019,2,5,6,1
4,1/19/2019,5,12,0,0
4,1/19/2019,6,25,6,0
4,1/19/2019,1,1,9,1
4,1/19/2019,1,2,0,1
4,1/19/2019,6,21,8,0
4,1/19/2019,5,5,2,0
4,1/19/2019,1,3,7,45
4,1/19/2019,1,1,0,14
4,1/19/2019,1,1,7,0
4,1/19/2019,2,2,1,14
5,1/19/2019,15,53,6,0
5,1/19/2019,16,293,8,0
5,1/19/2019,5,6,2,0
5,1/19/2019,1,1,1,14
5,1/19/2019,19,20,1,0
5,1/19/2019,6,14,0,0
5,1/19/2019,3,3,5,0
5,1/19/2019,5,18,3,0
5,1/19/2019,7,17,7,0
5,1/19/2019,1,1,9,14
5,1/19/2019,1,1,9,7
6,1/19/2019,1,2,2,0
6,1/19/2019,1,2,3,14
6,1/19/2019,2,18,3,0
6,1/19/2019,1,1,6,1
6,1/19/2019,2,4,5,0
6,1/19/2019,1,1,2,21
6,1/19/2019,1,1,9,7
6,1/19/2019,1,2,7,14
6,1/19/2019,1,1,2,14
6,1/19/2019,1,3,0,14
6,1/19/2019,1,3,0,21
6,1/19/2019,2,27,7,0
6,1/19/2019,1,1,9,45
6,1/19/2019,1,1,9,14
6,1/19/2019,1,1,5,14
6,1/19/2019,1,1,8,14
6,1/19/2019,1,1,3,1
6,1/19/2019,1,2,6,14
6,1/19/2019,1,6,3,21
6,1/19/2019,5,114,8,0
6,1/19/2019,1,3,0,0
6,1/19/2019,5,50,6,0
6,1/19/2019,1,1,1,14
6,1/19/2019,1,1,1,21
6,1/19/2019,6,8,1,0
6,1/19/2019,1,6,6,21
7,1/19/2019,2,2,3,7
7,1/19/2019,7,39,6,0
7,1/19/2019,4,6,2,0
7,1/19/2019,1,1,9,90
7,1/19/2019,9,10,1,0
7,1/19/2019,5,8,3,0
7,1/19/2019,1,1,4,1
7,1/19/2019,1,1,9,21
7,1/19/2019,9,10,9,1
7,1/19/2019,3,7,6,7
7,1/19/2019,1,3,2,14
7,1/19/2019,4,7,0,0
7,1/19/2019,1,3,5,14
7,1/19/2019,2,2,4,7
7,1/19/2019,11,13,9,7
7,1/19/2019,5,18,0,1
7,1/19/2019,1,1,2,45
7,1/19/2019,1,1,9,14
7,1/19/2019,1,3,1,14
7,1/19/2019,4,13,8,1
7,1/19/2019,1,13,3,14
7,1/19/2019,1,2,8,14
7,1/19/2019,1,2,6,45
7,1/19/2019,1,5,0,14
7,1/19/2019,1,1,4,45
7,1/19/2019,3,3,5,0
7,1/19/2019,2,2,1,45
7,1/19/2019,5,5,2,1
7,1/19/2019,3,3,9,0
7,1/19/2019,1,8,7,14
7,1/19/2019,3,8,7,0
7,1/19/2019,1,5,6,14
7,1/19/2019,5,38,3,1
7,1/19/2019,4,4,9,45
7,1/19/2019,3,3,1,7
7,1/19/2019,1,1,2,7
7,1/19/2019,6,22,6,1
7,1/19/2019,2,2,0,7
7,1/19/2019,6,7,1,1
7,1/19/2019,1,1,7,45
7,1/19/2019,1,1,0,45
7,1/19/2019,4,5494,8,0
7,1/19/2019,1,14,7,1
8,1/19/2019,1,4,5,14
8,1/19/2019,1,3,7,14
8,1/19/2019,1,2,3,0
8,1/19/2019,8,8,1,0
8,1/19/2019,4,4,9,0
8,1/19/2019,1,2,3,14
8,1/19/2019,1,1,5,0
8,1/19/2019,2,5,3,45
8,1/19/2019,1,2,0,14
8,1/19/2019,1,1,2,7
8,1/19/2019,2,2,2,45
8,1/19/2019,11,11,9,1
8,1/19/2019,2,7,6,45
8,1/19/2019,1,10,7,7
8,1/19/2019,1,1,4,45
8,1/19/2019,2,3,0,0
8,1/19/2019,2,2,9,14
8,1/19/2019,1,1,0,7
8,1/19/2019,2,3,7,0
8,1/19/2019,6,6,9,7
8,1/19/2019,2,2,2,0
8,1/19/2019,1,1,1,1
8,1/19/2019,1,2,6,14
8,1/19/2019,1,9,3,7
8,1/19/2019,2,8,7,45
8,1/19/2019,9,127,8,0
8,1/19/2019,1,4,6,7
8,1/19/2019,7,16,6,0
8,1/19/2019,2,2,0,45
8,1/19/2019,1,1,2,14
8,1/19/2019,2,2,1,7
8,1/19/2019,2,2,9,45
8,1/19/2019,1,1,1,14
8,1/19/2019,1,3,5,45
